Writer	Rate	Date	Contents
Uzair Shah	5	November 13, 2020	Good game
allshhi	5	November 13, 2020	its a great gameeee
Ilmika Gilang Farirahman	5	November 13, 2020	This game is so COOL
NAIMTV naim	5	November 13, 2020	terbaik game ni la👍👍👍
Jessie-mae Allan	5	November 13, 2020	Love it
Salim Arrayyanthirza	5	November 13, 2020	Very good game but you can add more graphics settings and garden dlc thanks
chano florez	5	November 13, 2020	Great game 10/10 would recommend
Pat Pat and Jen Gaming	5	November 13, 2020	Good game!
Victor Guştiuc	5	November 13, 2020	Im not sure its like on pc but its a good game
Rocka Billy	4	November 13, 2020	Interested
nur izzah fatini	5	November 13, 2020	(❁´ω`❁)
Luqman Khan	5	November 13, 2020	Good
Jessi	3	November 13, 2020	This game is quite good, it's fun and could be really addictive but the only problem is every time you complete a mission you have to either use in game coins or wait hours to receive payment. Being a free to play, you can't really complain, but I feel as if this game could be better.
Alaina Dorin	3	November 13, 2020	Don't like how it takes so long to get money. And you have to spend your money when completing tasks .
jozhua soriano	5	November 13, 2020	It is fun and like the pc version. If you want to save money you should get this game 😁
Maticampos 04	5	November 13, 2020	👍
blanked senpai	4	November 13, 2020	pretty okay yea
BreakTiv Channel	5	November 13, 2020	I really love this game!
Korie korie	5	November 13, 2020	This game it so best
Catherine Angelina Davidson	5	November 13, 2020	Awesome game
ShuMin G idle	5	November 13, 2020	i've always dreams to play this game
nawa mendul	5	November 13, 2020	This game is making me happy and this game is great😍😘🥰🤩
Siti Nor Hajar	2	November 13, 2020	its good but the graphics are not that good.. its a good game for those who love to decorating :)
king loze	5	November 13, 2020	Im so like this game so really like a real house flipper
Nick Leopard	5	November 13, 2020	👍👍
Abc 123	5	November 13, 2020	I love this game,muaaaaa
Silver six productions	5	November 13, 2020	Fun and cant wait for more
Muhammad Faiz	5	November 13, 2020	Best
Amelia Rosalina	5	November 13, 2020	Love so much ! You guys need to update soon for more item ! I'm waitinggggg lol. Anw thank you for create this game.
bethany lamb	5	November 13, 2020	Amazing game 🎮 👏
the killer goldfish	5	November 13, 2020	Great! Just like House Flipper on PC!
Ambrose clelland	5	November 13, 2020	Fun
Alyssa Robertson	4	November 13, 2020	This is a really good game. Smooth controls, really nice gameplay, and great graphics. Knocking down walls isn't an option, but it'd be very nice, since there is a hammer on the cover.
nurin noezam	5	November 13, 2020	addicted to it
Faiz S	4	November 13, 2020	Wow!
YourMum PlaysMinecraft	5	November 13, 2020	Great game. Not as in depth as PC version, but runs super smooth and passes the time.
Bryce Martinez	4	November 13, 2020	Nice to play a game that continues moving
vanessa triana	5	November 13, 2020	This game so amazing i like it and i love it so much ^_^
Jordan Welborn	5	November 13, 2020	Its fun
Cameron Mitchell	5	November 13, 2020	Nice
Pendekar Foto Samping	5	November 13, 2020	De best
Azim Shauki	4	November 13, 2020	good
Angel Pachori	5	November 13, 2020	Really great game
_Rqin_ Dr0p_	5	November 13, 2020	Love this game! Happy that they released it on mobile.
Shalimar Skinner	5	November 13, 2020	This is an amazing game so fun
pravesh nayak	4	November 13, 2020	Nice game but stars are very hard to get But nice game
jeans terburgh Grobler	5	November 13, 2020	It is a fun game I enjoy it so much
Gammaliel Duenas	5	November 13, 2020	I LOVE IT. GREAT FOR RELAXATION.
Ganesh Chandanshiv	5	November 13, 2020	Superb game
Kuro	5	November 13, 2020	Awesome game!
Firestildragon 31	5	November 13, 2020	Good game!
dom nom	4	November 13, 2020	Not as good as the steam game but still gives that satisfaction.
Cik Sharifah	5	November 13, 2020	Wow, this cool game
Mehak Mehta	5	November 13, 2020	This is the best renovation game...I played this game then I loved this game...i will say to all that all should play this game
Little Cnasu!	4	November 13, 2020	cool game
Anurag Mohan	5	November 13, 2020	I wanted to play the pc version but this is also good and nothing makes me more happy tha it beeing free
Ain Suraya binti Hamizon	5	November 13, 2020	I love it
emily Diaz	5	November 13, 2020	This is so good five stars for me
Arisya Sofiyya	5	November 13, 2020	Love it
daniel haikal	4	November 13, 2020	Nice game. Nice controlling
King Peter	5	November 13, 2020	FINALLY we got a mobile version, it's awesome, but i miss the hability to build walls, take off the doors, and make pure concrete walls
ryan jobes	5	November 13, 2020	Good
Bill R	4	November 13, 2020	Good game overall good graphics and easy game play the only thing is I wish there was a way to earn coins or trade money you have in the game for coins its hard to finish a house when you don't have enough coins to purchase items mabye you could add something to help get coins eiser.. other than that great game....
Nym	5	November 13, 2020	I did not expect this game to be fun. I did not expect to enjoy it. Its fun and enjoyable as well as free?? And it has like no ads other than self promotion- its awesome!
Jordi Sibero	5	November 13, 2020	Gift alok bang
Hana Baby JonJon	5	November 13, 2020	Game ni bagi orang seronok
Andriono Se	5	November 13, 2020	I'm so like this game
Vimal Upadhyay	5	November 13, 2020	Nice game
Moonlight Shadow	5	November 13, 2020	In my opinion,this game can make our time goes faster if we didnt do anything that much on that day.....i absolutely love this game.
Aefrops_ _	5	November 13, 2020	I love this game so cool
Sameer Shafqat	5	November 13, 2020	Nice and wonderfull
Kyla	5	November 13, 2020	i like itt
Okta Feryl	5	November 13, 2020	This game is so awesome. Thank you for developer
Apek MatToya	5	November 13, 2020	oky
Rajendra Bandle	5	November 13, 2020	Nise
Eufhey Pal-ing	5	November 13, 2020	I like it because it feels like im the architect hahahhaa
Ant	5	November 13, 2020	V good
Aditiya Dian Panduwinata	5	November 13, 2020	Awesome game that i ever play... love it so much, easy to geg money and addictive...
Zulshaf Shaz	5	November 13, 2020	I love it
Inkella 234YT	5	November 13, 2020	It's Really Amazing to help Others and It's a good distraction from the Whole pandemic.
Alok Awasthi	5	November 13, 2020	Best game
Osifeso Johnson	5	November 13, 2020	Nice
HYPER DEVIL	5	November 13, 2020	Awesome game
Rohit Tihal	3	November 13, 2020	Kya game hai
Iqbals2Joker ShadowJoker	5	November 13, 2020	This game is best 🙂🙂🙂
Donna Zaide	5	November 13, 2020	Good entertaining game!
Arie Fajriansyah	5	November 13, 2020	like it
Aadam Deonarine	4	November 13, 2020	Pretty good. I wish there were more intectactive mini games, like building certain and all tht, but I really enjoy it.
Jeon A-Reum	5	November 13, 2020	It's is so fun
drp ken	5	November 13, 2020	good game
لو ليك في الهلس تعالي	5	November 13, 2020	Good
Noryn Natasya	4	November 13, 2020	I love it....its good for who hates to clean..
Leon J souw	4	November 13, 2020	The office very similar
Reffia Ola	5	November 13, 2020	wow house flipper in mobile. .. i really this game.. 🥰🥰
James Hunt	5	November 13, 2020	Super fun and satisfying
Yuli Emilda	5	November 13, 2020	I love it
technical gamers	5	November 13, 2020	Nice game
Fiona David	5	November 13, 2020	I really love this game so try it now ♥️
TheDarkCider 93	3	November 13, 2020	Renovating homes is fun, very enjoyable!
Debalina Sarkar	5	November 13, 2020	It's quite a fun game
Preet Patel	5	November 13, 2020	Great game I love to make houses .
Danell van Tonder	5	November 13, 2020	Great
Dexter Young	5	November 13, 2020	Good
Khornaylius Ervin	5	November 13, 2020	Cool Good Need more
Fission Gaming	5	November 13, 2020	I like this game alot
[Legend] NotFound	5	November 13, 2020	Wait, legit?
Kunj Patel	1	November 13, 2020	Good
Shahierah Rosli	5	November 13, 2020	good game
Ilze Visnevska	5	November 13, 2020	Real smooth
Afri Amri	5	November 13, 2020	Very good
lapak rian	5	November 13, 2020	good
Fadhilah Ramadhan Sudjud	5	November 13, 2020	Great
N. Parthiban	5	November 13, 2020	Very good
Faseehplayz 30	5	November 13, 2020	Love it
Tania Esmara	4	November 13, 2020	it's not to be compared to the Steam version for sure but it's pretty good
weird kid	5	November 13, 2020	Ok
beyond the ice	4	November 13, 2020	It's so good, really helped me to reduce my stress
Khodijah As Saffanah	4	November 13, 2020	👍
drink chocoy milk	5	November 13, 2020	I like game very epic
Mohammed AlAjmi	5	November 13, 2020	Very nice
Triple M	5	November 13, 2020	Just a bit disappointed that there is no more houses to buy and you are doing the same chores from the same people
Aditya Prayoga	5	November 13, 2020	This game is very good
Ashok Utreja	1	November 13, 2020	This game was illegal
Mya Is	4	November 13, 2020	I give 4 star cause in this game I can't go out and cut some grass and not all item is available but for 117mb game this insane bro if you like to make house beautiful this is your game
Lorrinda Lane	5	November 13, 2020	It's a great game! Controls are smooth and graphics are nice.
Indra Santika	5	November 13, 2020	Nice game
Nursyahidah Samsuri	4	November 13, 2020	Lol try it urself
dum dum	5	November 13, 2020	It's better than I thought!!!
Aizat	5	November 13, 2020	so fun and best
Kanto_Rowlet	5	November 13, 2020	Nice
Christin Magdalena Sirait	4	November 13, 2020	i love this game especially the graphic, but i wonder i play it like i play the sims. well.. good enough, i just got a new experience about house, thankyou
Marcus Whitaker	5	November 13, 2020	Good game
courtney davis	5	November 13, 2020	So good great quality and very addictive
Landon Squires	5	November 14, 2020	I'm love it the game
Syufian Syufieqa #AAJ	5	November 14, 2020	Great
As Ba	5	November 14, 2020	Nice game
Mimi&Angel Aguirre	5	November 14, 2020	Its addicting,fun and relaxing and satisfying I love it
Courtney Moreau	5	November 14, 2020	Great
Michael Houck	5	November 14, 2020	Awesome
Happyborf Doctor	4	November 14, 2020	Its fun!
JacklegJustin	4	November 14, 2020	I have the steam version, although this one isn't as good its the best renovation app I've seen.
Bing Bong	5	November 14, 2020	Seems pretty fun so far!
Cody Bernsen	5	November 14, 2020	Good game, really excited for new content!
Clara Nathania	5	November 14, 2020	I love this game
Tan Gillard	5	November 14, 2020	I love this game. For me there are small bugs but they will be fixed. 5 stars. Keep it up game dev.👍
IZAZ P1	5	November 14, 2020	ini game sangat baik, aku sangat terpukau, aku adik sepupu dari Windah Basudara Ilham
Solomon Kam	5	November 14, 2020	Amazing
Tom Hates Cats	3	November 14, 2020	It's almost like the pc version but still good.
TAMIL SQUAD GAMING	5	November 14, 2020	Super
Moaz Gaming	5	November 14, 2020	تتتةة
Zulhakimi Zulfaka	4	November 14, 2020	This game are so best
Richard Farr Jr	5	November 14, 2020	IT FUN FOR ME TIME
xxx berryshimmer	5	November 14, 2020	Very addicted and enjoyable if u love cleaning and decorating then this is the game for u
Lente	4	November 14, 2020	Fun game, though you don't start flipping houses at the start, you first have to earn enough money to buy a house! Which makes it feel a bit more realistic!
Geugeuh Pramungkas	5	November 14, 2020	ok
Ellesha nelson	5	November 14, 2020	Amazing
David Biondo	5	November 14, 2020	I did this because it kept asking me
Rahul Yadav	5	November 14, 2020	Good game
Adila Durani	5	November 14, 2020	I love is game
XIIA1.10. DEWA KETUT RYAN ANANTA PURNAMA	5	November 14, 2020	Keren
Ariam Miano	5	November 14, 2020	It was a nice game i hope it will be must better than this hahaha LOL 😂
꧑. ꧑υѕтaĸιn	5	November 14, 2020	Good game
Evan Chandra07	5	November 14, 2020	Very nice
Carli Manwarren	5	November 14, 2020	Actually pretty entertaining and works really well
Xo Youth3	5	November 14, 2020	I enjoy this game, I really enjoy the chill out game like this. I hope it will quicker to get the pay from the cus without spending any coins. Anyway good job
Nathaniel Adhi Windratio	5	November 14, 2020	This game is actually good game, it looks almost same as on the PC
Sajila Hameed	5	November 14, 2020	Good game i really love it ❤
Levia Kartika	5	November 14, 2020	Best for killing time!
Alif imran	5	November 14, 2020	This game is so good!!!try its!
Rina Triana	5	November 14, 2020	Great game i love it! Make more update
Mina Das	5	November 14, 2020	Very good game
Sassy Eaton	4	November 14, 2020	Its fun
Kleo the dog	5	November 14, 2020	So dood
Kim Williamson	4	November 14, 2020	Lots of fun! Love the hands on approach, controls are a bit clunky, but not so bad.
Asher Goldberg	5	November 14, 2020	Soo satisfying
IAmMythicWolf	4	November 14, 2020	Free coming ngl
Armelia Salsabella Pramesti	5	November 14, 2020	mantul
paige richards	5	November 14, 2020	Its fun
Imaraan Sallie	5	November 14, 2020	I like the game play
Lyra Orpiano	3	November 14, 2020	This game has an amazing graphics must play this game
Samim Uddin	5	November 14, 2020	Very good game
emmanessie _	5	November 14, 2020	Nice!
Sh0ut0ut YT	5	November 14, 2020	Great game to have a great sense of housing love it
Thikho Nekhwalivhe	5	November 14, 2020	I like the game so far
Hical Ghazali	5	November 14, 2020	Nice Ok
L45T_H3R0 _1989	4	November 14, 2020	It a good game but don't like how long you have to wait to get paid for completing a job
Andrew Layton	3	November 14, 2020	Good
Ho3EiN _007	5	November 14, 2020	Good game
Cailin Mooney	5	November 14, 2020	Amazing game I love it .I recommend it
Johanna Ducay	4	November 14, 2020	I hope this game is asome
Dayana Escobar Ruiz	5	November 14, 2020	Me encanta
Satish Saini	5	November 14, 2020	Nice
Cameron Showalter	5	November 14, 2020	good game
Rioter	5	November 14, 2020	Very good indeed
Nurul Najmi	5	November 14, 2020	Good game
Omg Its cake	5	November 14, 2020	Quite pleasant to play. Very relaxing.
João Pedro do Carmo	5	November 14, 2020	Excelent! I'm loving the mobile Version!
Amy Jane	5	November 14, 2020	Great
Bentley Automa	4	November 14, 2020	A good gameeeeee!! I always wanted to play House Flipper. Finally, mobile version. But, it's not perfect tho. I can't sell items as well, the real version can sell items you know, like I mean this game will be PERFECT if you can sell items.
Leigh Lozier	5	November 14, 2020	love this game
Haffis Azaman	5	November 14, 2020	Gg good game.
Hariz Taufek	4	November 14, 2020	Awesome game
Your daily therapist	5	November 14, 2020	I'm eating this for 25 coins
Eve Gonzales	5	November 14, 2020	Very fun
Kaitlyn Freed	5	November 14, 2020	Amazing
Stacey French	5	November 14, 2020	Love this game! Nightmare for coins tho
Brianna Crandall	4	November 14, 2020	I'm really liking this game. Had one issue where it didn't save my progress but everything else is awesome. I'm looking forward to the possibility of more items in the store. I would also REALLY like it if I could change the color of the hands or be a woman. Otherwise awesome.
A&K J	4	November 14, 2020	Fun renovating game!!
Amir Ikhwan	5	November 14, 2020	Good
jaga jim	5	November 14, 2020	very enjoyable and calming game
Kay Westgate	5	November 14, 2020	Great game
Faith R	5	November 14, 2020	Nice game
Aeron Encanto	5	November 14, 2020	nice game it makes me more creative than before
unicorn gamer	5	November 14, 2020	I really like the game 👌
Eliana Orgel	5	November 14, 2020	Good game
SleazyBoy YT	5	November 14, 2020	I like the game and it is very fun
raamelmel _	5	November 14, 2020	Nice
EPICAJCE25	2	November 14, 2020	Doesn't compare to the computer version. The computer one what made it fun was that you actually put the heater and electrical outlets on. When I played you just get dropped off in the house no tutorial on how to get to jobs. Also you need to use the flip coins to unlock stuff which is annoying just let us unlock it as we play. Tldr: game doesnt compare to the computer release.
rozie dualie	5	November 14, 2020	Ok
Ishmael Mohammed	4	November 14, 2020	Its a nice game
Veriity TheWildVerooty	5	November 14, 2020	Great fun
Connie Rico	5	November 14, 2020	Amazing
ahmad assidik	5	November 14, 2020	Wow there's no same game like this game
Ron Snell	5	November 14, 2020	I love Idk why ,I guess i just like cleaning
Amber O	5	November 14, 2020	This follows the same game on console and PC but without some extra interactions, like installing fixtures. They've done a great job but I hate that you have to purchase items with the premium currency. It does look like you earn enough in game but it'll make decorating houses you buy more later game.
Hafiz Razali	5	November 14, 2020	Nice game
Charlotte Watson	5	November 14, 2020	Enjoyable just like the pc version
Muhammad aizik Azahari	5	November 14, 2020	best
Nina Kim	4	November 14, 2020	Good. Fun
bel	5	November 14, 2020	very fun game and it is interesting
kania sukma	5	November 14, 2020	So far so good, akhirnya bisa main house flipper juga hihi kesini gara2 kak reggy miauaug donggg
Gay Garbage	5	November 14, 2020	So far so good, I think its cute and its been fairly relaxing to play. Wish I could go outside but other than that, it's nice.
Atasha Gill	4	November 14, 2020	It's a good game but you should be able to make money quicker
Radio Gardener	5	November 14, 2020	I need the coins
TRIDSSE CHANNEL	3	November 14, 2020	This is cool.I love the furniture design and paint.
Dave Gervais	4	November 14, 2020	I've watched this game on youtube so happy I can play it on the phone
athirah nazri	5	November 14, 2020	I enjoyed this gamee
Syahmi Nafiz	5	November 14, 2020	Nice
shafiee shuharmie	5	November 14, 2020	Love this game so much
Stefan Afton	5	November 14, 2020	Good game
F Faizul	5	November 14, 2020	Best
Stephanie Eccleston	4	November 14, 2020	Good
Suriati Rahmad	5	November 14, 2020	The best game ever....never think that i will find a game like this😊
Danty Welmin	5	November 14, 2020	For a mobile game version, this is already great! I love itt ❤
Aleesa Sofea	5	November 14, 2020	A really fun game, i recommend you to play it 100% if you love cleaning and renovating houses 👍
MrSpecky	5	November 14, 2020	fantastic experience, just like in the original pc version. am loving it even more
Bee B	5	November 14, 2020	I love this game! The things we have to do manually and with choices of our own.
Zero PXL	5	November 14, 2020	Gg
Rajas Barve	5	November 14, 2020	Op game ever
Adib Zayn	5	November 14, 2020	Great game
Sam Ikin	3	November 14, 2020	It's good to pass the time
Izzan Irfan	3	November 14, 2020	best
Maria Jones	5	November 14, 2020	Brilliant game
Johnatan Sandoval	5	November 14, 2020	This is so much fun
Maggie Rains	5	November 14, 2020	I love this game I play it on ps4 as well
ナズラン	5	November 14, 2020	Superb
Nurul Aqilah	5	November 14, 2020	3D
Revani A P	5	November 14, 2020	I like this app, better add more furnitures!!
Hasifq Gaming	5	November 14, 2020	This game very nice
Chitresh Bakoliya	5	November 14, 2020	Nice
Sherry Thomas-McCabe	5	November 14, 2020	My boyfriend showed me this game and now I'm addicted.
nge lay	5	November 14, 2020	The best
Peter Bassem	5	November 14, 2020	I was really sad becouse i dont have this game i was wanted it on the pc
Cheyenne Hayden	4	November 14, 2020	Really addicting, the only issue I have are the controls are a tad wonky
Cheesie Christ	5	November 14, 2020	I bought this game on Steam the day it released. I play it on and off on there and I love it. When I saw it on the play store, i was a bit skeptical, but i tried it anyway. It's amazing. I'm blown away, honestly. It's so good. My phone is getting old too, and this game runs perfectly somehow. I don't know how you did it, but you did. 5 star, EZ Clap
Nicole Priest	5	November 14, 2020	Funny it kind like the computer version of house flipper
Vimal Kumar	5	November 14, 2020	👨‍🔧
Jersey Loewen	5	November 14, 2020	It great and I'm getting 25 coins just for eating and it so easy, the hints are that you have to really very carefully
Nurul Aqilah	4	November 14, 2020	Ok
Sam Helmhout	5	November 14, 2020	It is so much fun i like it cause i like to paint and all that stuff
ItsSomeguy	4	November 14, 2020	Pretty nice game honestly
Riana Strydom	5	November 14, 2020	Love the 3D experience...
Farish Nation	5	November 14, 2020	I love it
Karui Gaming	5	November 14, 2020	relaxing
Jasvantsinh Gohil	5	November 14, 2020	------RAVAN-----
Faith Zamora	4	November 14, 2020	Actually i just rate it so i can get coins hahah but its actuall pretty good
Pradana Bagaskara	5	November 14, 2020	Good
Gamer Dude	5	November 14, 2020	Good
Iskandar Iskandar	3	November 14, 2020	gg
Spynxz -_-	5	November 14, 2020	Relaxing game
Adam Firdaus	5	November 14, 2020	Nice games
Steve Hoskins	5	November 14, 2020	Fun
Ahmad Safrin Saiman	5	November 14, 2020	awesome
Hriday Wahi	5	November 14, 2020	Nice game
Camile Morgan-Martin	3	November 14, 2020	Its a nice game but it would be better if you could go outside and do multiplayer with freinds
MDAGAMER Danish	5	November 14, 2020	It's a good game
Teo Mateo	5	November 14, 2020	Nice game
Jamesina Henio	4	November 14, 2020	This is overall the best for a mobile game. I,ve played one that was just laggy and very had to play on but this is smooth and easier to deal with.
michael afton	5	November 14, 2020	I love it so much it is so much fun
zeninda ananda	5	November 14, 2020	good
Mandar Gharat	5	November 14, 2020	Fabulous
mochi softcake	5	November 14, 2020	this game is fun
ghost boi yt	4	November 14, 2020	I only gave 4 stars cause sometimes the game lags and pls fix it and add more like stuff from the steam version
Tobias Connor	4	November 14, 2020	This games very logical, and has a smooth relaxing theme to it, and like the steam version you have your very own office! My only request is to also allow us outside of our office and other homes like the steam version apart from that amazing game! 4 Stars - 1 From the fall of my request!
Marius Herselman	5	November 14, 2020	Wow, what a great game! I cant stop playing this. Really takes away your boredom
marlene smit	5	November 14, 2020	I always wanted this game to be on mobile and now it is! Super fun!!
AcidStingray 755	5	November 14, 2020	Good game highly recommended
Chrystal Winter	5	November 14, 2020	Ver addictive
Mrs OCD	4	November 14, 2020	Good game
tasmeen moosa	5	November 14, 2020	Cool nice game
Bayu Firmansyah	5	November 14, 2020	very enjoyable
Adrienne Hatch	5	November 14, 2020	Satisfying
Juithepolice	5	November 14, 2020	Quite addictive!
Radhi Abdiansyah	5	November 14, 2020	good game
Aiden Craig	5	November 14, 2020	Fun
Manyata Kamble	5	November 14, 2020	Amazing loved it!!!
T3	5	November 14, 2020	Fun game that doesn't force transactions down your throat.
Typical Superb One	5	November 14, 2020	Love itn
Smarty Pants	5	November 14, 2020	Amazing game I love it
Haziq Iskandar	5	November 14, 2020	I love this game but designs home
Benakisシ	5	November 14, 2020	So good
Ivor Mutale	5	November 14, 2020	Good app
Megan Ross	4	November 14, 2020	More ways to earn gold
Sanai Rone	5	November 14, 2020	The quality is amazing! I really recommend this to everyone.#staysafe
JJ-Gaming: Minecraft	3	November 14, 2020	Could be better but it's good.
Tykira Clarke	5	November 14, 2020	I really love it and it keep me company when I dont have nothing to do around my house and I like cleaning, fixes thing in games
Hatman Pandi	5	November 14, 2020	Game nya gila gokil lo
Grace Greenelsh	5	November 14, 2020	Good game!!
Thī̀rạk t	5	November 14, 2020	Nice
Sartika Runtu	5	November 14, 2020	great games 👍🏻👍🏻👍🏻 so so addictive 👍🏻👍🏻👍🏻 for me this game is toxic. bcos even if u have played how many hours, this will not make u bored 👍🏻👍🏻👍🏻 i love this game 👍🏻👍🏻👍🏻
azadeh mehrvarz	2	November 14, 2020	Bad
Callum	5	November 14, 2020	Download
sharmimi shahrudin	5	November 14, 2020	It's nice and i very liked this game
Juan Jimenez	5	November 14, 2020	Good game
fitriani sarkawi	5	November 14, 2020	this game is very ii best and important to the children
Drewann Widen	5	November 14, 2020	I enjoy this game it keeps me ocupied
allnightgamer45 a	1	November 14, 2020	There are only 3 levels
Mokey 2002x	5	November 14, 2020	Very very good game
Gen 444	4	November 14, 2020	A welcome change from the usual room decor game... liking it so far 👍
Wahida Amalin	4	November 14, 2020	Good games
Melissa Morales	5	November 14, 2020	I love it!
Intense Gamer	5	November 14, 2020	This game is awesome
Leticia Isabele	5	November 14, 2020	Bom
sore burger	5	November 14, 2020	Good gum
bintang	5	November 14, 2020	This game so beutiful😊
Chloe Williams	5	November 14, 2020	It's way better then all the other home flipper games
M3 Fearless	5	November 14, 2020	Really nicw
Karim Walil	5	November 14, 2020	😘Love this game give it a 10 out of ten
HanZ IdiL	5	November 14, 2020	Very interesting and really enjoy the game!
xEPICxDRAGON 48	4	November 14, 2020	Runs very well with little ads but, the fact that you have to wait 4 hours to get you money
Mainak Biswas	5	November 14, 2020	Really cool
Angel Sst	4	November 14, 2020	I'll give 4 start for then first time,if it play this in 2/3/4 day..maybe..ill give it 5 start..this is cool
Paw Games	5	November 14, 2020	Love it
newjohnnyfire death	5	November 14, 2020	Great
sweatyboy saad	5	November 14, 2020	Really good
Nadya Kit	5	November 14, 2020	Вери руб
Xx_BlackWolf_xX ``	5	November 14, 2020	Really grat game, been wanting to play something like it for a while now.
Swapnil Kadaba	5	November 14, 2020	It is what I expected it to be. Great game
elvan V8	5	November 14, 2020	A nice game entertaining
ShaifGaming TV	5	November 14, 2020	Good
norhisham mohammad	5	November 14, 2020	GOOD
Grace Face	4	November 14, 2020	Its not bad, I absolutely love the concept! There's just something about it thats missing and I cant put my finger on it! But other than that, its fun! I cant play for hours but I do enjoy playing it from time to time!
Martn Gamel	5	November 14, 2020	Good
Sallyanne White	5	November 14, 2020	Awesome game, addictive
alondra/ messijr.	5	November 14, 2020	It's a good game and fun
Abbigail Gold	5	November 14, 2020	Its really fun to play.
Victoria Holland	5	November 14, 2020	So far I'm really enjoying it and keep logging back on to do more contracts
Poppy Eyre	4	November 14, 2020	Good game, could do with something new, gets a bit repetitive, but overall great
Nadhirah Afiqah	5	November 14, 2020	I LOVE IT!!!
Mia Missara	5	November 14, 2020	Its fun game
Mostafa Alyeldin	5	November 14, 2020	It was good i learned how to clean😂😂
remesan moorkoth	5	November 14, 2020	Pretty fun
Nur Aina Batrisyia Othman	5	November 14, 2020	I do need this easy game to occupy my time
FlyingMan X1	5	November 14, 2020	Wow
Nick Powell	4	November 14, 2020	Good game
Mz adee	5	November 14, 2020	Enjoying the game, wish there were more furniture and decorations choices, a few more houses to buy and do up would be great too. Only been playing for about a week and already bought, renovated and sold all houses.
Taylor playz	5	November 14, 2020	the best game ever
Jordan Register	5	November 14, 2020	It's a really good game very fun
Elma elmina elainu	5	November 14, 2020	saya senang sekali bermain house flippers ini, terims
Vigilius David	5	November 14, 2020	Interesting game...
Aisha Mulyasyafitri	5	November 14, 2020	Nice
Rosemary Ann Strawbridge	4	November 14, 2020	I'm really enjoying this game but now I've bought each house and renovated them im not sure what else to do. I thought new houses would appear in the estate agents but its empty. I enjoy doing the jobs but my favorite part was buying the houses and designing them. Can u add some more please,maybe make some off the clients houses available to buy as they seem 2 have better layouts then whats on offer.I love this game and want to continue so hopefully there will be an update soon.
Nour Bsat	5	November 14, 2020	this was a good game , and i love it so much👍
Dylan Kelly	5	November 14, 2020	Great
Joshua Burton	5	November 14, 2020	Ive played all of these and so far this is probably the best of all
Nabila Refiana	5	November 14, 2020	good game
Nathan Hull	4	November 14, 2020	It's a good game and it helps me stay occupied
yaghobe m44	5	November 14, 2020	Excellent
Max Ekstedt	5	November 14, 2020	Really REALLY grest game, is totally going to get me yo buy house flipper on steam, no joke
Jaroslaw Piela	5	November 14, 2020	Great game.
원냥_chaeun	5	November 14, 2020	Nice game ...
Kaedyn Kendrick	5	November 14, 2020	Great
KeithBoysGames	5	November 14, 2020	Fun
Dayana Atieqah	5	November 14, 2020	nice
Rosa Guthrie-Ventre	5	November 14, 2020	I LOVE THIS GAME IT'S A GREAT GAME IF U WANT TO BE A HOME DESIGNER
Jess Haywood	5	November 14, 2020	Lots to do and amazing graphics. Perfect for killing time
Angelin Dena	5	November 14, 2020	Nice
alina melnik	5	November 14, 2020	Nice game
JUN GAMING	5	November 14, 2020	The best consruction game ever.
Steven R	5	November 14, 2020	Fun
Nichole Obert	5	November 14, 2020	It is fun to play
Gail Kemp	1	November 14, 2020	Got stuck in 3 minutes
Aariz Asher	5	November 14, 2020	It's so lovely
Sadia Ikhlas	5	November 14, 2020	It have different options to play like mop, scanner, roller and many things. We can also work on order to earn flip money and flipcoins. It is seriously amazing👍🏻👌🏻
Elizabeth Ruiz	5	November 14, 2020	This game could distract you for hours if you enjoy organizing houses so if you're that type of person then this game is for you
Kimberley clark	5	November 14, 2020	Nice
AKLM	5	November 14, 2020	Gg
hYpn0?	5	November 14, 2020	Noice
Mateo Powell	5	November 14, 2020	I like it
Ray Becray	5	November 14, 2020	I love the game for the same reason I love my life -_-
Squishy Boy	5	November 14, 2020	This game in my opinion is one of the best games I have ever played. I watch Thinknoodles play the pc version and it looked so cool. I don't know or care if it's the same person that made it, but I love this game so much.
HackerDJoker	5	November 14, 2020	Amazing
Cora Reese	4	November 14, 2020	Really fun and relaxing! Sucks that you need coins to unlock certain things it would be better if it was in-game cash or coin
Danielle Weston	5	November 14, 2020	Good game
Bayleigh Trujillo	5	November 14, 2020	Fun game
GRAPPLE 455	4	November 14, 2020	Fix some bugs please
Ryan Dumas	5	November 14, 2020	This is a great game and i'm really enjoying, but it's missing one of my favourite elements from the PC game: properly installing stuff. I didn't subtract stars because if I didn't know that was in the PC version i'd love this game and think it perfect. Also, the controls are super easy to use, intuitive, and adjustable. Super impressed. But I *really* want the installation mechanic
Jessica Hall	5	November 14, 2020	It is a pretty good game I like to clean up the stuff
AnIrishPotato Man	4	November 14, 2020	Probably the closest thing we'll get to actual house flipper on mobile, its pretty good. The controls can be a bit janky at times but its still a great gane about designing houses.
Joiele Hamzeh	5	November 14, 2020	Woooow great job. I really love it!!O:-)
Egirl Aura	5	November 14, 2020	Great job!
Casey Black	4	November 14, 2020	More realistic than others I've played
Red Ice	3	November 14, 2020	There's only 2 days of gameplay, then orders restart over and over.
mitchell B	5	November 14, 2020	Cool
Envyboy_ DJ	5	November 14, 2020	It's just like on pc but free and without mouse and keyboard its a great game u should try it out
